Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
42.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,82700.0,27700.0,110400.0,43000.0,Sedan
42.0,Female,Business,Married,Post Graduate,2,No,Yes,Yes,78500.0,30900.0,109400.0,32000.0,SUV
42.0,Female,Business,Married,Post Graduate,2,No,No,Yes,80900.0,26100.0,107000.0,32000.0,SUV
42.0,Female,Salaried,Married,Graduate,1,No,Yes,Yes,59900.0,45700.0,105600.0,39000.0,Sedan
42.0,Male,Business,Married,Graduate,2,Yes,Yes,Yes,56200.0,38700.0,94900.0,49000.0,Sedan
42.0,Female,Salaried,Married,Graduate,2,Yes,No,Yes,56800.0,38100.0,94900.0,45000.0,SUV
42.0,Female,Business,Married,Graduate,2,No,No,Yes,54300.0,400.0,54700.0,31000.0,SUV
42.0,Female,Salaried,Married,Post Graduate,2,No,No,No,83700.0,0.0,83700.0,36000.0,SUV
42.0,Male,Business,Married,Graduate,2,Yes,No,Yes,51000.0,28200.0,79200.0,38000.0,Sedan
42.0,Male,Business,Single,Post Graduate,1,Yes,No,No,77700.0,0.0,77700.0,49000.0,Sedan
42.0,Male,Business,Married,Post Graduate,1,No,No,No,76300.0,0.0,76300.0,36000.0,Sedan
42.0,Male,Salaried,Single,Post Graduate,2,Yes,No,No,76400.0,0.0,76400.0,36000.0,Sedan
42.0,Female,Business,Single,Post Graduate,2,Yes,No,No,73500.0,0.0,73500.0,35000.0,Sedan
42.0,Female,Business,Single,Post Graduate,1,No,No,No,73700.0,0.0,73700.0,33000.0,Sedan
42.0,Female,Salaried,Married,Post Graduate,2,No,No,No,68800.0,0.0,68800.0,61000.0,SUV
42.0,Male,Salaried,Married,Post Graduate,3,No,No,No,68900.0,0.0,68900.0,59000.0,SUV
42.0,Male,Salaried,Single,Graduate,2,No,Yes,No,63800.0,0.0,63800.0,41000.0,Sedan
42.0,Male,Salaried,Married,Graduate,2,Yes,Yes,No,61800.0,0.0,61800.0,46000.0,Sedan
42.0,Female,Salaried,Married,Graduate,2,Yes,No,No,57100.0,20225.5593220339,57100.0,45000.0,SUV
42.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,56200.0,0.0,56200.0,47000.0,Sedan
42.0,Female,Salaried,Single,Graduate,2,No,No,No,53700.0,0.0,53700.0,63000.0,SUV
42.0,Male,Salaried,Married,Graduate,1,Yes,Yes,No,53000.0,0.0,53000.0,45000.0,Sedan
42.0,Male,Salaried,Married,Graduate,3,No,No,No,52300.0,0.0,52300.0,57000.0,SUV
42.0,Female,Salaried,Married,Graduate,1,No,No,No,52500.0,20225.5593220339,52500.0,49000.0,SUV
42.0,Male,Business,Married,Graduate,3,Yes,No,No,51800.0,0.0,51800.0,59000.0,SUV
41.0,Male,Salaried,Married,Post Graduate,3,No,No,Yes,87000.0,70900.0,149000.0,61000.0,SUV
41.0,Male,Business,Married,Post Graduate,3,No,No,Yes,67200.0,70000.0,137200.0,61000.0,SUV
41.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,85500.0,38800.0,124300.0,52000.0,Sedan
41.0,Male,Business,Married,Post Graduate,1,No,Yes,Yes,75900.0,40100.0,116000.0,43000.0,Sedan
41.0,Female,Salaried,Married,Post Graduate,3,No,No,Yes,69100.0,45200.0,114300.0,67000.0,SUV
41.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,70200.0,38300.0,108500.0,54000.0,Sedan
41.0,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,82900.0,26800.0,109700.0,45000.0,Sedan
41.0,Female,Business,Married,Post Graduate,2,No,No,Yes,70500.0,20225.5593220339,105800.0,33000.0,Sedan
41.0,Female,Business,Married,Graduate,2,No,No,Yes,60600.0,40300.0,100900.0,38000.0,Sedan
41.0,Female,Salaried,Married,Graduate,2,No,Yes,Yes,59300.0,38900.0,98200.0,52000.0,Sedan
41.0,Female,Salaried,Married,Graduate,2,Yes,No,Yes,47600.0,50900.0,98500.0,51000.0,SUV
41.0,Male,Business,Married,Graduate,1,Yes,No,Yes,63800.0,30900.0,94700.0,54000.0,Sedan
41.0,Female,Salaried,Married,Graduate,1,No,No,Yes,59200.0,26800.0,86000.0,38000.0,Sedan
41.0,Male,Salaried,Single,Post Graduate,1,No,No,No,81900.0,0.0,81900.0,32000.0,Sedan
41.0,Male,Business,Married,Post Graduate,4,No,No,No,74000.0,0.0,74000.0,64000.0,SUV
41.0,Female,Salaried,Married,Post Graduate,2,No,No,No,73400.0,20225.5593220339,73400.0,45000.0,SUV
41.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,72500.0,0.0,72500.0,44000.0,Sedan
41.0,Female,Salaried,Single,Post Graduate,2,No,No,No,71800.0,0.0,71800.0,66000.0,SUV
41.0,Female,Salaried,Married,Post Graduate,1,No,Yes,No,71400.0,0.0,71400.0,36000.0,SUV
41.0,Male,Salaried,Married,Post Graduate,3,No,No,No,69400.0,0.0,69400.0,57000.0,SUV
41.0,Male,Business,Married,Graduate,1,Yes,No,No,64300.0,0.0,64300.0,44000.0,Sedan
41.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,62200.0,0.0,62200.0,42000.0,Sedan
41.0,Female,Business,Married,Graduate,1,Yes,Yes,No,58300.0,0.0,58300.0,52000.0,Sedan
41.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,58300.0,0.0,58300.0,39000.0,Sedan
41.0,Male,Salaried,Married,Graduate,2,Yes,Yes,No,57700.0,0.0,57700.0,53000.0,Sedan
41.0,Male,Salaried,Married,Graduate,1,Yes,No,No,55900.0,0.0,55900.0,32000.0,Sedan
41.0,Female,Salaried,Single,Graduate,1,No,No,No,54400.0,0.0,54400.0,49000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,4,No,No,Yes,71700.0,70700.0,142400.0,61000.0,SUV
40.0,Female,Business,Married,Post Graduate,4,No,No,Yes,70000.0,70800.0,140800.0,65000.0,SUV
40.0,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74200.0,60400.0,134600.0,57000.0,SUV
40.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,84500.0,40900.0,125400.0,32000.0,Sedan
40.0,Male,Business,Married,Post Graduate,2,No,Yes,Yes,82100.0,40800.0,122900.0,39000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,81300.0,38800.0,120100.0,43000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,81500.0,38700.0,120200.0,40000.0,Sedan
40.0,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,77000.0,40400.0,117400.0,41000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,76300.0,40100.0,116400.0,53000.0,Sedan
40.0,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,71200.0,38300.0,109500.0,49000.0,SUV
40.0,Female,Salaried,Married,Graduate,2,No,No,Yes,64400.0,30300.0,94700.0,32000.0,SUV
40.0,Female,Salaried,Married,Graduate,4,Yes,No,Yes,52900.0,40500.0,93400.0,63000.0,SUV
40.0,Female,Salaried,Married,Graduate,1,Yes,No,Yes,52400.0,40800.0,93200.0,41000.0,Sedan
40.0,Male,Business,Married,Graduate,2,Yes,No,Yes,51700.0,40100.0,91800.0,36000.0,Sedan
40.0,Female,Business,Married,Post Graduate,1,Yes,Yes,No,85000.0,0.0,85000.0,33000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,83300.0,0.0,83300.0,50000.0,Sedan
40.0,Female,Business,Married,Post Graduate,1,No,No,No,80800.0,0.0,80800.0,48000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,2,Yes,No,No,75200.0,0.0,75200.0,64000.0,SUV
40.0,Female,Salaried,Married,Post Graduate,3,Yes,No,No,74000.0,0.0,74000.0,62000.0,SUV
40.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,73900.0,0.0,73900.0,42000.0,Sedan
40.0,Male,Salaried,Married,Post Graduate,2,Yes,No,No,72800.0,0.0,72800.0,51000.0,SUV
40.0,Male,Business,Married,Graduate,1,No,Yes,No,59600.0,0.0,59600.0,31000.0,Sedan
40.0,Male,Salaried,Married,Graduate,1,No,Yes,No,58400.0,20225.5593220339,58400.0,44000.0,Sedan
40.0,Female,Salaried,Married,Graduate,1,No,No,No,50000.0,20225.5593220339,50000.0,50000.0,Sedan
40.0,Male,Business,Married,Graduate,2,No,No,No,48300.0,0.0,48300.0,64000.0,SUV
39.0,Female,Salaried,Married,Post Graduate,3,No,No,Yes,87500.0,70700.0,149000.0,68000.0,SUV
39.0,Male,Salaried,Married,Post Graduate,4,No,No,Yes,68000.0,70000.0,138000.0,63000.0,SUV
39.0,Female,Salaried,Married,Post Graduate,1,No,Yes,Yes,84300.0,40500.0,124800.0,34000.0,Sedan
39.0,Female,Salaried,Married,Graduate,3,No,No,Yes,52500.0,70300.0,122800.0,60000.0,SUV
39.0,Female,Business,Married,Post Graduate,4,No,No,Yes,72300.0,25800.0,98100.0,49000.0,SUV
39.0,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,78100.0,40900.0,119000.0,39000.0,SUV
39.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,79300.0,38000.0,117300.0,40000.0,Sedan
39.0,Male,Business,Married,Post Graduate,1,Yes,Yes,Yes,76200.0,800.0,77000.0,33000.0,Sedan
39.0,Female,Salaried,Married,Graduate,3,Yes,No,Yes,55500.0,60900.0,116400.0,55000.0,SUV
39.0,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74900.0,40700.0,115600.0,58000.0,SUV
39.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,76800.0,20225.5593220339,115400.0,50000.0,Sedan
39.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,75900.0,38400.0,114300.0,54000.0,Sedan
39.0,Female,Salaried,Married,Post Graduate,1,No,No,Yes,73200.0,40100.0,113300.0,35000.0,Sedan
39.0,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,71900.0,38600.0,110500.0,49000.0,Sedan
39.0,Female,Business,Married,Post Graduate,2,Yes,No,Yes,70100.0,38700.0,108800.0,46000.0,Sedan
39.0,Female,Salaried,Married,Post Graduate,1,No,Yes,Yes,78800.0,200.0,79000.0,32000.0,Sedan
39.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,73500.0,30800.0,104300.0,34000.0,Sedan
39.0,Female,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,78300.0,24500.0,102800.0,51000.0,SUV
39.0,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,64600.0,38900.0,103500.0,49000.0,SUV
39.0,Male,Salaried,Married,Graduate,2,Yes,No,Yes,60400.0,40200.0,100600.0,36000.0,Sedan
39.0,Female,Salaried,Married,Graduate,1,No,No,Yes,58800.0,40600.0,99400.0,37000.0,SUV
39.0,Female,Business,Married,Graduate,2,Yes,No,Yes,57800.0,40300.0,98100.0,54000.0,Sedan
39.0,Female,Business,Married,Graduate,2,Yes,Yes,Yes,59300.0,38800.0,98100.0,51000.0,Sedan
39.0,Male,Business,Married,Graduate,2,Yes,Yes,Yes,57400.0,38300.0,95700.0,46000.0,Sedan
39.0,Female,Salaried,Married,Graduate,2,No,No,Yes,54900.0,40300.0,95200.0,54000.0,Sedan
39.0,Male,Business,Married,Graduate,2,Yes,No,Yes,57500.0,30700.0,88200.0,34000.0,Sedan
39.0,Male,Salaried,Married,Post Graduate,1,Yes,No,No,83900.0,0.0,83900.0,47000.0,Sedan
39.0,Female,Salaried,Married,Post Graduate,1,Yes,No,No,83300.0,0.0,83300.0,39000.0,Sedan
39.0,Female,Salaried,Married,Graduate,2,No,No,Yes,51800.0,28500.0,80300.0,68000.0,SUV
39.0,Male,Business,Married,Post Graduate,2,No,Yes,No,78900.0,0.0,78900.0,34000.0,Sedan
39.0,Female,Salaried,Married,Graduate,2,No,Yes,Yes,51500.0,24900.0,76400.0,45000.0,SUV
39.0,Male,Business,Married,Post Graduate,3,No,No,No,73000.0,0.0,73000.0,67000.0,SUV
39.0,Male,Business,Single,Post Graduate,1,No,No,No,71800.0,20225.5593220339,71800.0,54000.0,Sedan
39.0,Female,Business,Married,Post Graduate,1,Yes,No,No,71500.0,0.0,71500.0,36000.0,SUV
39.0,Male,Business,Married,Post Graduate,4,No,No,No,68900.0,20225.5593220339,68900.0,65000.0,SUV
39.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,68900.0,0.0,68900.0,55000.0,SUV
39.0,Female,Business,Married,Graduate,2,Yes,Yes,No,60100.0,0.0,60100.0,38000.0,Sedan
39.0,Male,Salaried,Single,Graduate,1,Yes,Yes,No,59500.0,20225.5593220339,59500.0,55000.0,Sedan
39.0,Male,Salaried,Married,Graduate,3,Yes,No,No,55000.0,0.0,55000.0,57000.0,SUV
39.0,Male,Business,Married,Graduate,1,Yes,Yes,No,55800.0,0.0,55800.0,55000.0,Sedan
39.0,Female,Salaried,Married,Graduate,2,No,No,No,48600.0,0.0,48600.0,63000.0,SUV
38.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,84900.0,38500.0,123400.0,52000.0,Sedan
38.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,81800.0,40600.0,122400.0,38000.0,Sedan
38.0,Male,Business,Married,Post Graduate,2,No,No,Yes,82700.0,38500.0,121200.0,47000.0,Sedan
38.0,Male,Business,Married,Post Graduate,2,No,No,Yes,80200.0,40400.0,120600.0,35000.0,Sedan
38.0,Female,Salaried,Married,Graduate,4,Yes,No,Yes,49700.0,70500.0,120200.0,64000.0,SUV
38.0,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,81700.0,38200.0,119900.0,46000.0,Sedan
38.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,79000.0,20225.5593220339,117400.0,46000.0,Sedan
38.0,Male,Salaried,Married,Post Graduate,1,No,No,Yes,76600.0,40100.0,116700.0,45000.0,Sedan
38.0,Female,Business,Married,Post Graduate,3,Yes,No,Yes,73000.0,40300.0,113300.0,57000.0,SUV
38.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75300.0,38700.0,114000.0,43000.0,Sedan
38.0,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,72200.0,40300.0,112500.0,52000.0,Sedan
38.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,72800.0,40600.0,113400.0,39000.0,SUV
38.0,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,70200.0,40000.0,110200.0,57000.0,SUV
38.0,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,72400.0,38700.0,111100.0,48000.0,Sedan
38.0,Female,Salaried,Married,Graduate,3,No,No,Yes,49300.0,60400.0,109700.0,56000.0,SUV
38.0,Female,Business,Married,Post Graduate,2,Yes,No,Yes,71500.0,35900.0,107400.0,50000.0,Sedan
38.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,72900.0,30500.0,103400.0,34000.0,Sedan
38.0,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,55300.0,40500.0,95800.0,39000.0,Sedan
38.0,Male,Business,Married,Graduate,2,Yes,No,Yes,51800.0,40800.0,92600.0,43000.0,Sedan
38.0,Male,Business,Married,Graduate,2,Yes,No,Yes,50900.0,40300.0,91200.0,55000.0,SUV
38.0,Male,Salaried,Married,Graduate,2,Yes,No,Yes,50100.0,40000.0,90100.0,54000.0,Sedan
38.0,Male,Salaried,Married,Graduate,2,Yes,No,Yes,60000.0,30900.0,90900.0,33000.0,Sedan
38.0,Female,Salaried,Married,Graduate,1,Yes,Yes,Yes,57800.0,28900.0,86700.0,33000.0,Sedan
38.0,Male,Business,Married,Post Graduate,1,Yes,No,No,83400.0,0.0,83400.0,34000.0,Sedan
38.0,Male,Salaried,Married,Post Graduate,2,Yes,No,No,82100.0,0.0,82100.0,42000.0,Sedan
38.0,Male,Salaried,Single,Post Graduate,1,No,No,No,76100.0,0.0,76100.0,45000.0,Sedan
38.0,Female,Salaried,Married,Post Graduate,2,No,No,No,74000.0,0.0,74000.0,45000.0,SUV
38.0,Male,Business,Married,Post Graduate,3,No,No,No,73900.0,0.0,73900.0,60000.0,SUV
38.0,Female,Business,Married,Post Graduate,4,No,No,No,70700.0,0.0,70700.0,63000.0,SUV
38.0,Male,Salaried,Married,Graduate,1,Yes,No,No,65800.0,0.0,65800.0,32000.0,Sedan
38.0,Male,Business,Married,Graduate,2,Yes,Yes,No,65200.0,0.0,65200.0,31000.0,Sedan
38.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,63900.0,0.0,63900.0,46000.0,Sedan
38.0,Female,Salaried,Married,Graduate,2,Yes,No,No,62800.0,0.0,62800.0,47000.0,Sedan
38.0,Male,Salaried,Married,Graduate,2,No,No,No,61000.0,0.0,61000.0,39000.0,Sedan
38.0,Male,Salaried,Married,Graduate,1,Yes,No,No,54700.0,0.0,54700.0,52000.0,Sedan
38.0,Male,Salaried,Married,Graduate,1,Yes,No,No,53300.0,0.0,53300.0,47000.0,Sedan
38.0,Female,Salaried,Married,Graduate,3,Yes,No,No,50400.0,0.0,50400.0,51000.0,SUV
38.0,Male,Business,Single,Graduate,1,No,No,No,50100.0,0.0,50100.0,42000.0,Sedan
37.0,Female,Business,Married,Post Graduate,2,No,No,Yes,84200.0,40500.0,124700.0,39000.0,SUV
37.0,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,84300.0,40500.0,124800.0,38000.0,Sedan
37.0,Male,Business,Married,Graduate,4,No,No,Yes,53100.0,70600.0,123700.0,63000.0,SUV
37.0,Female,Business,Married,Post Graduate,1,No,No,Yes,82000.0,40000.0,122000.0,37000.0,Sedan
37.0,Male,Business,Married,Post Graduate,2,No,Yes,Yes,81600.0,40100.0,121700.0,49000.0,Sedan
37.0,Female,Salaried,Married,Post Graduate,1,No,No,Yes,81200.0,40500.0,121700.0,36000.0,SUV
29.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,80600.0,40500.0,121100.0,43000.0,Sedan
37.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,81200.0,38500.0,119700.0,48000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,80700.0,38000.0,118700.0,44000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,77700.0,38700.0,116400.0,49000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,70700.0,40600.0,111300.0,36000.0,Sedan
37.0,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,82600.0,27200.0,109800.0,48000.0,SUV
37.0,Male,Salaried,Married,Graduate,1,No,Yes,Yes,62100.0,45900.0,108000.0,36000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,1,No,No,Yes,76400.0,30700.0,107100.0,33000.0,Sedan
37.0,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,65700.0,38500.0,104200.0,50000.0,Sedan
37.0,Female,Business,Married,Graduate,1,No,Yes,Yes,60600.0,40500.0,101100.0,55000.0,Sedan
37.0,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,62000.0,20225.5593220339,100700.0,46000.0,Sedan
37.0,Female,Salaried,Married,Graduate,1,No,Yes,Yes,55400.0,40700.0,96100.0,47000.0,Sedan
37.0,Female,Salaried,Married,Graduate,1,Yes,No,Yes,55000.0,40200.0,95200.0,43000.0,Sedan
37.0,Female,Business,Married,Post Graduate,1,No,No,No,76300.0,0.0,76300.0,47000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,1,No,No,No,74500.0,20225.5593220339,74500.0,49000.0,Sedan
37.0,Female,Business,Married,Post Graduate,4,No,No,No,73300.0,0.0,73300.0,66000.0,SUV
37.0,Male,Salaried,Married,Post Graduate,3,Yes,No,No,73700.0,0.0,73700.0,50000.0,SUV
37.0,Male,Salaried,Married,Post Graduate,2,No,Yes,No,72600.0,20225.5593220339,72600.0,33000.0,Sedan
37.0,Male,Salaried,Married,Post Graduate,2,No,No,No,67000.0,0.0,67000.0,69000.0,SUV
37.0,Female,Salaried,Married,Post Graduate,2,Yes,No,No,66600.0,20225.5593220339,66600.0,68000.0,SUV
37.0,Male,Business,Married,Graduate,1,No,Yes,No,65100.0,0.0,65100.0,47000.0,Sedan
37.0,Female,Salaried,Single,Graduate,2,Yes,No,No,61000.0,0.0,61000.0,55000.0,Sedan
37.0,Female,Salaried,Married,Graduate,1,No,Yes,No,61600.0,0.0,61600.0,33000.0,Sedan
37.0,Female,Salaried,Married,Graduate,2,No,No,No,51300.0,0.0,51300.0,58000.0,SUV
37.0,Male,Salaried,Married,Graduate,3,No,No,No,49900.0,0.0,49900.0,51000.0,SUV
36.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,82100.0,38100.0,120200.0,40000.0,Sedan
36.0,Male,Business,Married,Post Graduate,2,Yes,No,Yes,79900.0,38900.0,118800.0,55000.0,Sedan
36.0,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,76300.0,40200.0,116500.0,50000.0,Sedan
36.0,Male,Business,Married,Graduate,2,No,No,Yes,53800.0,60000.0,113800.0,56000.0,SUV
36.0,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,72300.0,40700.0,113000.0,65000.0,SUV
36.0,Male,Business,Married,Post Graduate,2,No,No,Yes,72300.0,20225.5593220339,112400.0,48000.0,Sedan
36.0,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,73000.0,38300.0,111300.0,50000.0,Sedan
36.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,84100.0,25300.0,109400.0,47000.0,Sedan
36.0,Male,Salaried,Married,Post Graduate,4,No,No,Yes,66900.0,40200.0,107100.0,69000.0,SUV
36.0,Male,Salaried,Married,Graduate,2,No,No,Yes,61200.0,40400.0,101600.0,36000.0,Sedan
36.0,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,62900.0,38300.0,101200.0,53000.0,Sedan
36.0,Male,Business,Married,Post Graduate,2,No,Yes,Yes,70300.0,28900.0,99200.0,36000.0,Sedan
36.0,Female,Business,Married,Graduate,2,No,No,Yes,59300.0,35600.0,94900.0,48000.0,Sedan
36.0,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,70700.0,24500.0,95200.0,39000.0,Sedan
36.0,Male,Salaried,Married,Graduate,2,No,Yes,Yes,51200.0,40000.0,91200.0,35000.0,Sedan
36.0,Male,Salaried,Married,Graduate,2,Yes,No,Yes,47000.0,40400.0,87400.0,61000.0,SUV
36.0,Female,Business,Married,Post Graduate,2,Yes,No,No,85800.0,0.0,85800.0,42000.0,Sedan
36.0,Male,Salaried,Single,Post Graduate,2,Yes,No,No,79200.0,0.0,79200.0,47000.0,Sedan
36.0,Male,Salaried,Married,Graduate,1,No,Yes,Yes,52500.0,26800.0,79300.0,54000.0,Sedan
36.0,Male,Salaried,Single,Post Graduate,2,No,No,No,78300.0,0.0,78300.0,51000.0,Sedan
36.0,Female,Salaried,Single,Post Graduate,2,Yes,Yes,No,77100.0,0.0,77100.0,32000.0,Sedan
36.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,75200.0,0.0,75200.0,44000.0,Sedan
36.0,Female,Business,Married,Post Graduate,3,Yes,No,No,69900.0,0.0,69900.0,57000.0,SUV
36.0,Female,Salaried,Single,Post Graduate,0,No,No,No,67500.0,0.0,67500.0,55000.0,SUV
36.0,Male,Salaried,Married,Post Graduate,3,Yes,No,No,66600.0,0.0,66600.0,49000.0,SUV
36.0,Female,Salaried,Married,Graduate,1,No,No,No,62900.0,0.0,62900.0,52000.0,SUV
36.0,Female,Salaried,Married,Graduate,1,Yes,Yes,No,59700.0,20225.5593220339,59700.0,44000.0,Sedan
36.0,Female,Salaried,Married,Graduate,1,Yes,No,No,58900.0,0.0,58900.0,53000.0,Sedan
36.0,Female,Salaried,Married,Graduate,1,No,No,No,57200.0,0.0,57200.0,48000.0,Sedan
36.0,Male,Salaried,Married,Graduate,1,No,No,No,56600.0,0.0,56600.0,50000.0,Sedan
36.0,Female,Salaried,Married,Graduate,1,No,No,No,55400.0,0.0,55400.0,36000.0,SUV
36.0,Male,Business,Married,Graduate,2,Yes,Yes,No,55700.0,0.0,55700.0,34000.0,Sedan
36.0,Male,Salaried,Married,Graduate,3,No,No,No,54900.0,0.0,54900.0,58000.0,SUV
36.0,Male,Salaried,Married,Graduate,2,Yes,Yes,No,52100.0,0.0,52100.0,37000.0,Sedan
36.0,Female,Salaried,Single,Graduate,2,Yes,No,No,47300.0,20225.5593220339,47300.0,66000.0,SUV
35.0,Female,Business,Married,Post Graduate,4,No,No,Yes,68000.0,70800.0,138800.0,64000.0,SUV
35.0,Male,Salaried,Married,Graduate,3,No,No,Yes,53900.0,60600.0,114500.0,54000.0,SUV
35.0,Male,Business,Married,Post Graduate,4,Yes,No,Yes,67600.0,40900.0,108500.0,70000.0,SUV
35.0,Female,Business,Married,Post Graduate,2,No,No,Yes,65700.0,40400.0,106100.0,33000.0,Sedan
35.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,64000.0,40800.0,104800.0,34000.0,Sedan
35.0,Male,Business,Married,Post Graduate,2,No,No,Yes,64800.0,38900.0,103700.0,55000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,69900.0,30900.0,100800.0,62000.0,SUV
35.0,Male,Business,Married,Post Graduate,1,Yes,No,Yes,61400.0,38000.0,99400.0,45000.0,Sedan
35.0,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,61100.0,38100.0,99200.0,43000.0,Sedan
35.0,Female,Business,Married,Post Graduate,2,Yes,No,Yes,58900.0,38700.0,97600.0,51000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,56300.0,40900.0,97200.0,34000.0,Sedan
35.0,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,61600.0,25000.0,86600.0,31000.0,Sedan
35.0,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,57700.0,38000.0,95700.0,50000.0,Sedan
35.0,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,56000.0,38300.0,94300.0,43000.0,Sedan
35.0,Male,Business,Married,Graduate,4,No,No,Yes,51000.0,40200.0,91200.0,63000.0,SUV
35.0,Male,Salaried,Married,Post Graduate,2,No,No,Yes,59900.0,30900.0,90800.0,33000.0,Sedan
35.0,Male,Business,Married,Post Graduate,2,No,Yes,Yes,62700.0,26800.0,89500.0,33000.0,Sedan
35.0,Female,Salaried,Married,Post Graduate,2,No,No,Yes,56000.0,25200.0,81200.0,44000.0,Sedan
35.0,Female,Business,Married,Graduate,4,No,No,Yes,53200.0,25800.0,79000.0,66000.0,SUV
35.0,Male,Salaried,Married,Graduate,4,No,No,Yes,50500.0,26300.0,76800.0,66000.0,SUV
35.0,Male,Business,Married,Post Graduate,3,No,No,No,74100.0,0.0,74100.0,68000.0,SUV
35.0,Male,Business,Married,Graduate,1,No,No,Yes,35300.0,38100.0,73400.0,48000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,3,No,No,No,71400.0,0.0,71400.0,63000.0,SUV
35.0,Male,Business,Married,Post Graduate,2,Yes,No,No,70900.0,0.0,70900.0,59000.0,SUV
35.0,Female,Salaried,Married,Post Graduate,1,No,No,No,65600.0,20225.5593220339,65600.0,34000.0,Sedan
35.0,Male,Salaried,Married,Post Graduate,2,Yes,No,No,63400.0,0.0,63400.0,47000.0,Sedan
35.0,Female,Business,Married,Post Graduate,1,No,No,No,63700.0,0.0,63700.0,37000.0,Sedan
35.0,Female,Salaried,Married,Graduate,2,Yes,No,Yes,36300.0,27700.0,64000.0,33000.0,Sedan
